305,-182
301,-175
296,-168
292,-161
287,-154
282,-146
278,-139
273,-132
268,-125
263,-117
258,-110
253,-102
248,-94
244,-87
239,-80
234,-73
230,-65
225,-58
220,-50
215,-42
210,-35
206,-28
200,-20
196,-12
191,-4
186,3
181,11
176,19
171,26
166,34
162,41
157,49
152,56
148,64
142,72
137,80
132,88
127,96
122,103
118,111
112,119
108,126
103,134
98,141
93,149
88,157
83,165
78,173
72,181
67,189
62,197
57,204
52,212
47,220
42,227
37,235
33,242
27,251
22,258
17,266
12,273
7,282
2,289
-5,301
-10,308
-15,317
-20,324
-26,333
-30,340
-35,348
-41,356
-45,364
-51,373
-56,381
-61,389
-66,397
-71,405
-76,412
-81,421
-86,429
-92,437
-96,444
-100,450
-104,456
-108,463
-112,468
-115,473
-119,478
-122,482
-125,486
-128,490
-132,494
-135,497
-139,499
-142,502
-146,504
-150,505
-154,507
-158,508
-162,509
-166,510
-170,510
-174,510
-178,510
-182,510
-186,509
-190,508
-194,507
-198,505
-202,503
-205,501
-209,499
-214,497
-218,496
-222,494
-226,493
-230,491
-234,490
-239,490
-244,489
-249,489
-254,489
-258,489
-263,490
-268,491
-273,492
-277,494
-282,496
-287,498
-292,500
-296,503
-301,506
-305,509
-309,512
-314,516
-318,519
-322,523
-326,527
-331,530
-335,533
-340,537
-344,540
-349,542
-354,545
-359,548
-365,550
-371,552
-376,554
-382,555
-388,556
-394,557
-400,558
-406,558
-412,558
-419,557
-425,556
-431,555
-437,554
-443,552
-449,550
-454,548
-459,545
-465,542
-470,539
-475,535
-480,532
-485,528
-489,523
-494,519
-498,514
-501,509
-505,504
-508,498
-512,492
-514,487
-517,481
-519,475
-521,469
-523,463
-525,456
-526,449
-527,443
-527,436
-528,429
-528,423
-527,416
-527,409
-526,402
-525,395
-524,389
-522,382
-520,375
-519,369
-517,362
-514,356
-512,349
-509,342
-506,336
-503,330
-500,323
-497,317
-494,311
-490,304
-487,298
-483,292
-480,286
-476,280
-471,274
-467,268
-463,261
-459,255
-455,249
-451,242
-447,236
-443,229
-438,222
-434,216
-431,209
-427,203
-423,197
-419,190
-414,183
-411,177
-406,170
-402,164
-399,157
-399,157
-395,151
-390,144
-386,139
-383,133
-379,128
-375,123
-371,118
-367,114
-362,110
-358,107
-354,104
-349,101
-345,99
-340,98
-336,96
-331,95
-327,95
-323,94
-318,94
-314,95
-310,95
-306,96
-302,98
-298,99
-294,101
-291,103
-287,105
-284,108
-280,111
-277,114
-274,117
-272,121
-269,124
-266,128
-264,132
-262,137
-260,141
-258,146
-257,150
-256,155
-255,160
-254,165
-253,170
-253,176
-254,181
-254,186
-255,191
-256,197
-257,202
-259,207
-261,212
-263,217
-265,222
-267,227
-270,232
-273,238
-276,242
-279,247
-282,252
-286,256
-289,261
-292,266
-296,271
-299,276
-303,281
-307,287
-310,292
-314,297
-318,302
-321,308
-325,313
-329,319
-333,324
-336,330
-340,336
-344,341
-347,345
-350,350
-353,355
-356,359
-358,363
-361,367
-363,371
-365,377
-367,383
-369,388
-369,392
-370,397
-370,401
-369,406
-367,412
-366,416
-364,419
-360,424
-356,427
-353,430
-349,432
-345,434
-340,435
-337,436
-332,436
-327,436
-322,436
-316,435
-313,434
-308,433
-304,431
-300,430
-297,429
-293,427
-289,425
-285,424
-281,422
-277,420
-273,419
-268,417
-264,415
-259,412
-255,410
-250,408
-245,406
-240,404
-235,402
-231,399
-226,397
-220,394
-215,392
-210,389
-204,386
-199,383
-193,379
-188,376
-182,373
-176,369
-171,365
-165,362
-160,358
-154,353
-148,349
-143,344
-137,339
-132,335
-127,330
-122,324
-117,319
-112,313
-108,308
-103,302
-98,295
-93,289
-89,283
-85,278
-81,273
-78,268
-75,263
-72,258
-69,253
-66,249
-64,245
-62,240
-60,236
-59,232
-58,228
-57,224
-56,220
-56,214
-56,211
-56,207
-56,203
-57,200
-58,196
-59,192
-60,189
-62,186
-64,182
-66,179
-68,176
-71,173
-73,170
-76,167
-79,164
-82,161
-85,159
-89,156
-92,154
-96,151
-99,149
-103,146
-106,143
-110,139
-113,136
-117,133
-120,129
-123,125
-126,121
-129,117
-132,112
-135,107
-137,103
-140,98
-143,92
-145,87
-148,81
-150,76
-153,70
-155,64
-157,58
-160,52
-162,47
-165,41
-167,35
