-170,-90
-167,-83
-164,-77
-161,-71
-157,-64
-154,-58
-151,-51
-148,-44
-145,-37
-141,-30
-138,-23
-135,-17
-132,-10
-129,-4
-124,7
-121,13
-118,20
-114,28
-111,35
-108,42
-104,50
-101,57
-98,64
-95,72
-91,79
-88,86
-85,94
-81,101
-78,109
-74,116
-70,124
-67,132
-63,140
-60,147
-56,154
-52,162
-49,170
-45,177
-41,184
-38,192
-34,198
-31,205
-27,211
-24,216
-21,222
-18,226
-14,230
-11,235
-7,238
-4,242
2,246
6,248
10,250
14,252
18,253
22,254
27,255
31,255
36,255
40,255
45,255
49,254
54,253
59,251
63,250
68,248
72,246
77,243
82,241
87,238
92,235
97,232
101,229
106,226
112,223
117,219
122,216
128,213
133,209
139,205
144,202
150,198
156,195
161,191
167,187
173,183
178,179
184,175
189,170
194,166
200,160
204,155
209,149
213,143
217,136
220,130
223,123
226,116
228,109
229,102
230,95
231,87
231,80
231,72
231,64
230,57
230,49
229,41
230,33
230,24
231,17
233,9
235,1
238,-7
241,-14
244,-21
248,-28
252,-35
256,-42
261,-48
266,-54
272,-59
278,-65
284,-70
291,-75
297,-79
305,-84
312,-88
320,-91
327,-94
335,-96
344,-99
352,-100
360,-101
368,-102
376,-103
384,-103
392,-104
401,-104
409,-104
417,-104
425,-104
433,-105
442,-106
450,-107
459,-108
467,-110
476,-111
484,-113
493,-116
501,-118
509,-120
518,-123
526,-126
534,-129
543,-132
551,-135
559,-138
567,-142
575,-145
583,-149
592,-153
599,-156
608,-160
616,-164
616,-164
623,-167
630,-170
636,-173
642,-176
647,-179
653,-181
658,-184
662,-186
667,-188
671,-190
674,-192
678,-195
681,-198
684,-200
687,-203
689,-206
691,-209
693,-213
694,-216
696,-219
697,-223
698,-229
698,-233
699,-239
700,-243
701,-249
703,-253
704,-256
706,-260
708,-262
710,-264
713,-267
716,-269
720,-271
725,-273
731,-275
738,-276
741,-276
746,-275
752,-275
755,-274
761,-272
764,-271
768,-270
772,-269
776,-268
780,-267
784,-267
789,-266
792,-265
796,-265
801,-265
806,-265
812,-265
817,-267
822,-269
825,-272
828,-275
830,-279
831,-282
832,-285
832,-289
831,-293
829,-296
828,-299
826,-302
823,-305
819,-308
816,-309
811,-311
806,-313
802,-314
795,-314
791,-315
785,-315
782,-315
776,-315
773,-315
768,-315
764,-314
760,-314
755,-314
750,-314
745,-314
740,-314
735,-314
729,-313
724,-313
719,-313
713,-313
707,-313
701,-313
696,-312
690,-312
683,-312
677,-312
670,-312
664,-312
657,-312
650,-312
644,-311
637,-311
630,-311
623,-311
616,-311
609,-311
602,-311
595,-311
587,-311
579,-311
571,-311
564,-311
557,-311
550,-311
542,-311
535,-310
527,-310
520,-310
511,-310
504,-310
496,-310
488,-310
480,-310
472,-310
463,-310
455,-310
446,-310
438,-310
430,-310
421,-310
413,-310
405,-310
396,-310
388,-310
379,-309
370,-309
362,-309
353,-309
344,-309
335,-309
326,-309
317,-309
308,-309
299,-309
290,-309
281,-309
273,-309
264,-309
255,-309
246,-309
237,-308
228,-308
219,-308
210,-308
200,-308
191,-308
182,-308
173,-308
164,-308
155,-308
146,-308
137,-308
127,-308
117,-308
108,-308
99,-307
90,-307
81,-307
72,-307
63,-307
53,-307
44,-307
35,-307
25,-307
16,-307
7,-307
-3,-307
-12,-307
-21,-307
-30,-307
-39,-306
-48,-306
-57,-306
-67,-306
-76,-306
-85,-306
-94,-306
-104,-306
-113,-306
-122,-306
-131,-306
-141,-306
-150,-306
-159,-306
-168,-306
-177,-306
-187,-306
-196,-306
-206,-306
-216,-306
-225,-306
-235,-306
-245,-306
-254,-306
-263,-306
-272,-306
-281,-306
-289,-306
-297,-306
-305,-306
-312,-306
-318,-306
-325,-306
-331,-306
-336,-306
-341,-306
-345,-306
-349,-306
-353,-306
-358,-306
-363,-306
-369,-305
-375,-304
-379,-301
-383,-299
-386,-295
-389,-292
-390,-290
-390,-288
-391,-286
-392,-283
-392,-278
-392,-273
-390,-269
-389,-265
-387,-262
-385,-258
-383,-253
-382,-249
-382,-245
-381,-239
-382,-237
-382,-234
-383,-231
-385,-226
-388,-221
-390,-217
-394,-213
-399,-209
-405,-205
-408,-203
-411,-201
-416,-198
-419,-196
-422,-194
-426,-192
-430,-189
-434,-187
-438,-185
-442,-182
-447,-179
-451,-177
-456,-174
-460,-171
-465,-167
-470,-163
-474,-160
-479,-156
-483,-152
-488,-148
-492,-144
-496,-139
-501,-134
-504,-130
-508,-125
-512,-120
-516,-114
-520,-108
-524,-103
-528,-97
-532,-91
-536,-85
-540,-78
-544,-72
-547,-66
-551,-60
-555,-53
-558,-47
-562,-40
-566,-33
-569,-26
-572,-19
-576,-12
-579,-5
-582,3
-585,10
-588,17
-591,24
-594,32
-597,40
-600,47
-603,55
-606,63
-609,70
-612,79
-615,87
-618,94
-621,103
-624,111
-627,119
-630,127
-633,135
-636,143
-639,151
-642,160
-645,168
-648,176
-650,184
-653,193
-656,201
-659,210
-661,218
-663,227
-666,235
-669,244
-671,253
-674,262
-676,271
-679,281
-681,289
-683,297
-686,307
-688,316
-690,324
-692,333
-694,341
-696,350
-697,359
-699,368
-701,377
-702,386
-704,395
-705,404
-707,412
-708,422
-709,431
-711,440
-712,449
-713,458
-714,468
-715,477
-715,477
-716,487
-717,495
-718,504
-719,513
-720,522
-721,530
-721,537
-722,544
-723,550
-723,556
-724,562
-725,567
-725,572
-725,576
-725,581
-725,585
-725,589
-724,593
-723,598
-721,604
-718,609
-717,611
-715,613
-713,615
-711,617
-709,618
-706,620
-701,622
-698,623
-694,623
-690,624
-685,624
-681,624
-676,624
-670,625
-666,627
-662,628
-659,629
-656,631
-653,632
-650,634
-647,637
-643,640
-639,643
-635,646
-631,649
-628,650
-625,651
-621,653
-616,654
-611,654
-605,655
-601,655
-595,654
-591,654
-587,653
-583,652
-579,651
-575,650
-571,649
-566,647
-562,646
-557,644
-552,643
-548,641
-543,639
-538,637
-534,635
-530,633
-526,631
-521,628
-518,625
-515,622
-511,617
-509,613
-506,609
-505,606
-504,602
-504,599
-503,596
-503,589
-503,585
-504,580
-506,575
-507,571
-509,566
-510,563
-512,559
-514,555
-515,552
-517,548
-519,544
-522,540
-524,537
-527,532
-529,528
-532,524
-535,519
-537,515
-541,510
-543,506
-546,501
-550,496
-553,490
-556,485
-559,480
-562,475
-565,469
-569,464
-572,458
-575,453
-578,447
-581,442
-585,436
-588,430
-592,423
-595,417
-599,410
-602,403
-605,397
-608,390
-610,383
-612,376
-614,368
-616,360
-617,353
-618,346
-618,338
-619,330
-619,323
-618,315
-618,307
-617,300
-616,291
-615,284
-613,276
-611,268
-609,260
-607,253
-604,246
-601,238
-597,231
-593,224
-589,217
-585,210
-579,203
-574,197
-568,191
-562,185
-556,179
-550,174
-544,169
-538,165
-532,161
-527,157
-522,154
-517,151
-513,148
-509,146
-505,144
-501,142
-497,141
-494,139
-489,138
-484,137
-480,137
-477,138
-474,138
-470,140
-466,142
-462,144
-459,147
-456,151
-454,155
-452,158
-450,163
-449,168
-448,172
-446,177
-445,183
-443,188
-442,192
-441,195
-440,199
-438,203
-436,206
-434,210
-432,213
-430,216
-426,220
-423,222
-418,225
-415,227
-412,228
-409,230
-404,231
-400,232
-395,232
-389,232
-385,232
-380,231
-376,230
-373,229
-368,228
-364,226
-361,225
-356,224
-352,222
-348,221
-344,219
-339,217
-335,215
-332,213
-328,211
-325,209
-322,206
-319,203
-316,200
-314,197
-311,194
-310,190
-308,187
-307,183
-305,178
-304,172
-304,169
-304,164
-304,160
-304,156
-305,152
-306,147
-307,143
-308,139
-309,134
-311,129
-313,125
-315,120
-317,116
-319,111
-321,106
-324,101
-327,96
-330,91
-333,86
-336,81
-339,76
-343,70
-346,65
-349,60
-353,54
-356,48
-360,42
-364,37
-367,31
-371,25
-375,19
-378,13
-382,7
-385,1
-389,-5
-392,-11
-396,-18
-399,-24
-402,-30
-405,-36
-407,-41
-409,-47
-410,-53
-411,-58
-412,-63
-412,-68
-412,-73
-411,-78
-410,-83
-409,-88
-408,-93
-405,-97
-403,-102
-401,-107
-398,-111
-395,-115
-391,-120
-388,-124
-384,-128
-380,-132
-376,-136
-372,-141
-368,-145
-364,-150
-360,-154
-356,-159
-352,-163
-347,-168
-343,-173
-338,-178
-334,-183
-330,-188
-325,-193
-321,-197
-316,-202
-312,-206
-308,-210
-304,-213
-300,-216
-296,-218
-292,-221
-287,-223
-283,-224
-279,-225
-275,-226
-271,-227
-267,-227
-261,-227
-258,-226
-254,-225
-251,-224
-248,-223
-244,-221
-241,-219
-236,-216
-233,-213
-231,-210
-228,-207
-225,-204
-222,-200
-220,-197
-217,-193
-215,-189
-212,-185
-210,-180
-208,-175
-206,-171
-204,-166
-201,-161
-199,-156
-197,-150
-195,-145
-193,-139
-190,-134
-188,-128
-185,-122
-182,-116
-179,-111
-177,-105
-174,-98
-170,-90
