-117,463
-123,458
-129,452
-136,445
-142,439
-149,433
-155,427
-161,421
-168,414
-175,408
-181,401
-188,395
-195,389
-201,383
-208,376
-215,370
-222,363
-228,357
-235,350
-241,344
-248,338
-254,332
-261,325
-267,319
-274,313
-281,306
-287,300
-294,294
-301,287
-307,281
-313,275
-319,270
-325,264
-330,259
-335,255
-339,250
-344,246
-348,242
-352,238
-355,235
-359,231
-362,228
-365,224
-367,221
-370,217
-372,212
-374,208
-375,204
-376,200
-377,195
-378,191
-378,187
-378,183
-378,179
-377,173
-376,169
-375,164
-374,160
-373,156
-372,151
-371,147
-370,143
-369,138
-368,133
-367,129
-366,123
-366,119
-366,113
-366,108
-366,103
-366,98
-367,93
-367,88
-369,82
-370,76
-372,71
-373,66
-376,61
-378,56
-381,51
-383,46
-387,41
-390,36
-394,32
-397,27
-402,23
-406,18
-410,14
-415,10
-419,6
-424,2
-432,-5
-436,-9
-441,-13
-446,-17
-451,-21
-456,-26
-462,-30
-467,-35
-472,-40
-477,-45
-482,-49
-488,-54
-493,-59
-498,-64
-503,-70
-509,-75
-514,-80
-519,-86
-525,-91
-530,-97
-536,-102
-541,-108
-547,-114
-552,-119
-557,-125
-563,-131
-568,-137
-574,-143
-579,-149
-584,-156
-590,-162
-595,-168
-600,-174
-605,-180
-611,-187
-616,-193
-621,-200
-626,-206
-631,-213
-636,-220
-641,-227
-646,-233
-651,-240
-656,-247
-661,-254
-666,-261
-670,-268
-675,-275
-680,-282
-685,-290
-689,-297
-693,-303
-697,-310
-700,-316
-704,-321
-707,-327
-710,-332
-713,-336
-715,-340
-717,-344
-719,-348
-721,-352
-723,-356
-725,-359
-728,-365
-730,-370
-732,-375
-732,-379
-733,-383
-733,-388
-732,-392
-731,-396
-729,-401
-726,-405
-723,-408
-719,-412
-715,-415
-711,-417
-707,-418
-703,-420
-697,-421
-692,-421
-687,-421
-680,-421
-677,-421
-671,-421
-668,-421
-662,-421
-658,-421
-654,-421
-651,-422
-646,-423
-642,-423
-638,-424
-634,-426
-630,-427
-626,-429
-623,-431
-619,-433
-615,-436
-612,-439
-609,-442
-606,-445
-603,-448
-600,-452
-598,-456
-596,-459
-594,-463
-593,-467
-591,-474
-590,-478
-590,-482
-589,-486
-589,-490
-589,-494
-590,-499
-590,-503
-591,-507
-591,-512
-592,-516
-593,-521
-594,-526
-595,-530
-596,-535
-597,-540
-598,-544
-599,-549
-601,-554
-602,-560
-602,-565
-603,-570
-604,-575
-604,-581
-605,-587
-605,-593
-606,-598
-606,-604
-606,-611
-606,-617
-605,-623
-604,-629
-603,-635
-602,-642
-600,-648
-598,-654
-596,-659
-593,-665
-590,-671
-587,-676
-584,-682
-580,-686
-576,-691
-572,-696
-567,-701
-562,-705
-556,-709
-551,-713
-546,-717
-541,-721
-535,-725
-530,-729
-524,-733
-518,-737
-512,-740
-506,-744
-499,-748
-493,-751
-487,-755
-480,-758
-474,-762
-467,-765
-460,-769
-454,-772
-447,-776
-440,-779
-432,-782
-425,-786
-418,-789
-411,-792
-403,-795
-396,-799
-388,-802
-381,-805
-381,-805
-374,-808
-366,-812
-358,-816
-351,-820
-343,-824
-336,-828
-328,-832
-321,-836
-314,-839
-308,-843
-302,-847
-297,-850
-292,-853
-287,-856
-283,-858
-279,-861
-275,-863
-271,-866
-268,-868
-264,-869
-260,-871
-256,-872
-252,-873
-248,-874
-244,-875
-240,-875
-236,-875
-232,-874
-229,-874
-225,-873
-220,-871
-216,-869
-212,-867
-209,-865
-206,-863
-202,-860
-199,-858
-195,-855
-191,-852
-188,-850
-184,-847
-180,-845
-176,-842
-172,-840
-167,-838
-163,-836
-158,-834
-153,-831
-148,-830
-143,-828
-138,-826
-133,-825
-127,-823
-122,-822
-116,-821
-110,-820
-104,-819
-98,-818
-91,-817
-85,-816
-78,-814
-72,-813
-65,-811
-59,-810
-52,-808
-45,-806
-39,-804
-32,-801
-26,-798
-20,-795
-13,-792
-7,-789
-1,-785
5,-781
11,-777
